User_ID,Name,Age,Country,Subscription_Type,Signup_Date,Tenure_Days,Watch_Time_Hours,Favorite_Genre,Last_Login,Days_Since_Login,Support_Tickets,Num_Devices,Churn
1312,Fatima Hall,37,Canada,Premium,2024-06-21,739,1.09,Adventure,2026-05-29,32,0,3,1
1313,Noah Smith,43,Mexico,Basic,2024-05-12,779,18.12,Adventure,2026-06-29,1,0,2,0
1314,Karen Smith,51,India,Basic,2023-10-26,978,0.47,Comedy,2026-06-24,6,1,1,0
1315,Thomas Clark,28,UK,Basic,2024-02-21,860,5.4,Romance,2026-06-14,16,1,1,0
1316,Michael Thomas,27,Brazil,Standard,2025-03-28,459,5.77,Comedy,2026-06-29,1,0,1,0
1317,Elizabeth Davis,56,Brazil,Basic,2026-02-17,133,0.68,Adventure,2026-06-30,0,0,1,0
1318,David Brown,18,Germany,Premium,2023-10-15,989,2.5,Horror,2026-06-28,2,0,3,0
1319,Robert Walker,18,Brazil,Premium,2024-09-04,664,1.92,Sci-Fi,2026-06-24,6,0,3,0
1320,John Clark,47,Mexico,Premium,2024-08-26,673,0.4,Documentary,2026-06-28,2,0,2,0
1321,John Moore,35,Brazil,Standard,2024-08-03,696,2.91,Sci-Fi,2026-06-25,5,1,2,0
1322,Noah Smith,41,UK,Premium,2026-02-18,132,0.0,Comedy,2026-06-16,14,0,1,1
1323,Emma Moore,46,Australia,Standard,2025-05-03,423,0.99,Fantasy,2026-06-29,1,1,1,0
1324,Wei Clark,18,Brazil,Standard,2024-05-14,777,8.36,Thriller,2026-06-30,0,0,2,0
1325,Noah Jackson,45,Brazil,Premium,2026-03-28,94,1.12,Horror,2026-06-30,0,0,3,0
1326,Linda Lewis,34,Brazil,Basic,2023-08-17,1048,2.76,Documentary,2026-06-26,4,0,1,0
1327,Susan Young,23,Canada,Basic,2026-03-11,111,0.0,Sci-Fi,2026-06-19,11,1,1,1
1328,Robert White,39,India,Standard,2024-01-29,883,0.88,Thriller,2026-06-18,12,1,1,0
1329,David Miller,29,Brazil,Standard,2024-05-25,766,0.0,Action,2026-06-22,8,1,1,0
1330,Jessica Hall,54,Australia,Standard,2025-10-11,262,1.46,Drama,2026-05-22,39,1,3,1
1331,Elizabeth Davis,48,Australia,Standard,2023-10-21,983,0.71,Crime,2026-06-14,16,0,1,0
1332,Karen Moore,26,India,Basic,2024-11-16,591,8.84,Sci-Fi,2026-06-24,6,1,1,0
1333,Barbara Smith,26,UK,Standard,2026-04-23,68,0.0,Adventure,2026-06-18,12,1,2,1
1334,Charles Brown,30,Japan,Premium,2024-03-12,840,2.7,Sci-Fi,2026-06-30,0,0,2,1
1335,Olivia Smith,32,Canada,Premium,2024-09-13,655,4.07,Adventure,2026-06-28,2,1,2,0
1336,Mary Walker,32,Australia,Standard,2024-07-23,707,2.13,Sci-Fi,2026-06-27,3,1,3,0
1337,Carlos Brown,40,USA,Basic,2026-01-17,164,1.02,Thriller,2026-06-24,6,0,1,0
1338,Susan Martinez,39,Brazil,Premium,2024-02-09,872,6.96,Sci-Fi,2026-06-28,2,0,1,0
1339,Noah Lewis,30,Germany,Premium,2025-07-11,354,1.02,Documentary,2026-06-30,0,0,2,1
1340,Richard White,48,USA,Premium,2025-02-24,491,0.0,Sci-Fi,2026-06-27,3,0,4,1
1341,Hiroshi Davis,19,Mexico,Basic,2023-08-22,1043,5.99,Crime,2026-06-20,10,2,1,0
1342,Sofia Hall,28,Mexico,Standard,2024-01-28,884,3.51,Crime,2026-06-30,0,0,1,0
1343,Charles Moore,33,Australia,Basic,2026-03-10,112,0.0,Thriller,2026-06-30,0,0,1,0
1344,Joseph Smith,44,UK,Standard,2024-11-01,606,0.0,Fantasy,2026-06-28,2,0,1,0
1345,Olivia White,27,Canada,Standard,2025-04-14,442,1.23,Sci-Fi,2026-06-18,12,0,2,1
1346,James Hall,50,India,Basic,2024-06-08,752,3.38,Thriller,2026-06-30,0,0,2,0
1347,Sarah Martinez,32,Canada,Basic,2024-12-18,559,6.07,Horror,2026-06-30,0,1,2,1
1348,Noah Smith,37,Japan,Standard,2025-11-10,232,2.85,Sci-Fi,2026-06-27,3,1,3,0
1349,Hiroshi Lewis,47,Australia,Premium,2024-01-19,893,2.56,Adventure,2026-06-28,2,0,2,1
1350,John Anderson,51,Mexico,Standard,2024-02-20,861,3.81,Adventure,2026-06-14,16,1,1,1
1351,Barbara Taylor,44,Brazil,Standard,2024-08-11,688,2.69,Thriller,2026-06-23,7,0,1,0
1352,Charles Martinez,24,Mexico,Premium,2026-05-02,59,0.0,Horror,2026-06-20,10,2,2,1
1353,Elizabeth White,28,USA,Basic,2025-07-01,364,3.89,Sci-Fi,2026-06-30,0,0,1,0
1354,Richard Moore,21,India,Premium,2023-07-31,1065,7.21,Documentary,2026-06-22,8,2,4,0
1355,Mary White,56,India,Premium,2025-04-04,452,0.0,Action,2026-06-02,28,0,5,1
1356,William Wilson,39,Australia,Premium,2024-01-01,911,9.36,Romance,2026-06-29,1,0,1,0
1357,Charles Young,48,Australia,Premium,2025-05-31,395,0.51,Adventure,2026-06-29,1,0,1,0
1358,Robert Jackson,18,USA,Premium,2025-06-25,370,2.91,Thriller,2026-06-30,0,0,1,0
1359,Richard Walker,34,France,Standard,2023-08-27,1038,1.23,Crime,2026-06-23,7,1,1,0
1360,Lucas Davis,32,UK,Premium,2026-05-30,31,0.0,Adventure,2026-06-23,7,0,4,0
1361,Joseph Taylor,33,India,Premium,2026-03-09,113,0.62,Crime,2026-06-29,1,2,1,1
1362,Linda Harris,37,USA,Basic,2024-05-11,780,2.33,Action,2026-06-29,1,0,1,0
1363,Sarah Miller,35,UK,Standard,2025-11-22,220,0.0,Comedy,2026-06-29,1,2,1,1
1364,Charles Jackson,55,Brazil,Standard,2023-07-23,1073,3.86,Documentary,2026-06-26,4,0,1,0
1365,William Brown,27,India,Premium,2024-05-17,774,4.22,Documentary,2026-06-28,2,1,1,0
1366,Mary Young,22,India,Premium,2025-10-21,252,0.0,Documentary,2026-05-08,53,0,2,1
1367,Michael Harris,48,Mexico,Basic,2023-07-31,1065,6.63,Sci-Fi,2026-06-30,0,0,2,0
1368,Karen Hall,27,Brazil,Basic,2025-05-05,421,3.74,Sci-Fi,2026-06-29,1,2,2,0
1369,Wei Johnson,42,Brazil,Standard,2025-09-30,273,2.88,Thriller,2026-06-27,3,1,1,0
1370,Noah Brown,51,Germany,Premium,2024-07-11,719,8.42,Sci-Fi,2026-06-25,5,1,3,1
1371,Linda Thomas,44,UK,Basic,2023-11-28,945,3.63,Crime,2026-06-09,21,0,2,0
1372,Fatima Lewis,30,Canada,Standard,2024-07-22,708,1.86,Sci-Fi,2026-06-27,3,1,3,0
1373,Lucas Taylor,43,Germany,Premium,2024-03-31,821,5.41,Thriller,2026-06-29,1,0,2,0
1374,Robert Brown,43,France,Basic,2023-12-25,918,2.2,Adventure,2026-06-29,1,0,1,0
1375,Joseph Miller,26,Mexico,Standard,2026-03-13,109,0.93,Documentary,2026-06-21,9,0,4,1
1376,James Smith,31,Brazil,Basic,2024-07-08,722,0.55,Sci-Fi,2026-06-26,4,0,1,0
1377,Elizabeth Martinez,27,India,Basic,2025-04-06,450,4.56,Sci-Fi,2026-06-30,0,0,1,0
1378,Charles Wilson,55,France,Basic,2025-09-01,302,2.81,Romance,2026-06-30,0,2,2,1
1379,Michael Miller,29,USA,Premium,2023-06-30,1096,8.86,Documentary,2026-06-27,3,1,1,0
1380,Lucas Smith,44,Australia,Standard,2025-07-14,351,2.76,Sci-Fi,2026-06-22,8,1,1,1
1381,Wei Miller,39,Mexico,Basic,2023-11-12,961,2.98,Crime,2026-06-29,1,0,1,0
1382,Wei Walker,18,Australia,Basic,2025-10-10,263,4.38,Comedy,2026-06-30,0,0,1,1
1383,Barbara Jackson,48,Mexico,Standard,2024-12-27,550,11.18,Adventure,2026-06-28,2,3,1,0
1384,Robert Jackson,18,Australia,Basic,2026-03-01,121,1.0,Crime,2026-06-29,1,0,2,0
1385,John Brown,40,Canada,Premium,2023-09-25,1009,16.93,Crime,2026-06-27,3,0,4,0
1386,Robert Thomas,39,Germany,Premium,2024-09-01,667,6.28,Documentary,2026-06-30,0,0,1,0
1387,Fatima Moore,18,UK,Standard,2025-01-02,544,2.2,Thriller,2026-06-30,0,0,1,0
1388,Thomas Jackson,24,India,Premium,2025-07-06,359,0.9,Horror,2026-06-26,4,1,1,1
1389,Jessica Thomas,18,Mexico,Basic,2025-10-21,252,1.8,Thriller,2026-06-30,0,0,1,0
1390,Linda Davis,41,Japan,Standard,2024-11-22,585,1.63,Horror,2026-06-30,0,0,2,1
1391,Robert Young,40,Mexico,Basic,2023-11-30,943,6.14,Thriller,2026-06-27,3,0,2,0
1392,Thomas White,45,USA,Premium,2023-11-01,972,4.5,Romance,2026-06-28,2,0,1,0
1393,Carlos Hall,33,USA,Premium,2025-11-27,215,1.79,Romance,2026-06-29,1,0,1,0
1394,Carlos Wilson,18,India,Basic,2024-01-19,893,8.32,Sci-Fi,2026-06-29,1,0,1,0
1395,Jennifer Young,28,Mexico,Premium,2024-01-08,904,27.55,Thriller,2026-06-28,2,0,2,0
1396,Noah Jackson,37,Mexico,Basic,2024-05-30,761,13.45,Crime,2026-06-28,2,0,2,0
1397,Jessica Davis,22,Germany,Standard,2026-04-15,76,0.0,Thriller,2026-06-27,3,0,1,0
1398,Robert Lewis,42,Australia,Basic,2023-08-06,1059,7.95,Adventure,2026-06-30,0,0,1,0
1399,Hiroshi Johnson,34,Australia,Standard,2024-11-21,586,8.88,Action,2026-06-29,1,1,2,0
1400,Wei Jackson,18,Brazil,Standard,2024-09-04,664,0.5,Action,2026-06-05,25,1,1,1
1401,Sarah Anderson,23,UK,Basic,2024-07-20,710,2.56,Thriller,2026-06-15,15,2,1,0
1402,Lucas Smith,49,Germany,Basic,2024-12-12,565,3.89,Thriller,2026-06-30,0,0,1,1
1403,Mary Brown,53,Germany,Premium,2025-02-22,493,2.96,Fantasy,2026-06-30,0,0,2,0
1404,Richard Anderson,18,India,Standard,2024-03-07,845,3.77,Romance,2026-06-21,9,0,1,1
1405,Elizabeth Jackson,23,Mexico,Standard,2026-04-22,69,0.0,Crime,2026-06-26,4,0,1,0
1406,Karen Anderson,33,Mexico,Premium,2024-07-09,721,3.76,Comedy,2026-06-23,7,0,2,0
1407,John Miller,54,USA,Standard,2025-01-25,521,0.0,Crime,2026-06-27,3,2,3,0
1408,Richard Davis,31,Canada,Standard,2024-09-15,653,1.76,Sci-Fi,2026-06-29,1,0,2,0
1409,Elizabeth Martinez,30,India,Premium,2025-04-11,445,2.84,Sci-Fi,2026-06-25,5,1,4,0
1410,Robert Anderson,26,Japan,Premium,2023-07-11,1085,5.11,Documentary,2026-06-29,1,1,1,0
1411,James Garcia,34,USA,Basic,2024-03-14,838,7.85,Thriller,2026-06-22,8,0,2,0
1412,Barbara Clark,43,India,Premium,2025-07-20,345,1.5,Thriller,2026-06-27,3,0,2,1
1413,William Davis,34,France,Premium,2024-03-02,850,4.07,Horror,2026-06-17,13,0,5,0
1414,Robert Smith,40,Australia,Basic,2026-03-29,93,0.89,Documentary,2026-06-26,4,1,1,1
1415,Fatima Moore,35,Mexico,Premium,2025-10-14,259,0.0,Romance,2026-06-27,3,1,4,0
1416,Olivia Wilson,48,Canada,Standard,2023-08-22,1043,9.97,Comedy,2026-06-28,2,0,1,0
1417,Karen Anderson,49,Japan,Basic,2026-02-03,147,1.11,Drama,2026-06-29,1,1,1,0
1418,Wei Thomas,33,Canada,Premium,2025-02-08,507,0.0,Adventure,2026-06-29,1,0,1,0
1419,Robert Hall,39,India,Premium,2025-06-23,372,0.0,Sci-Fi,2026-06-28,2,1,3,0
1420,Mary White,48,Mexico,Standard,2025-01-01,545,0.0,Sci-Fi,2026-06-12,18,0,1,1
1421,Robert Hall,27,Brazil,Premium,2024-01-17,895,2.03,Documentary,2026-06-29,1,0,2,0
1422,Joseph Lewis,18,India,Premium,2025-05-30,396,2.3,Comedy,2026-06-26,4,0,1,1
1423,Michael Davis,48,India,Premium,2024-08-04,695,5.22,Adventure,2026-06-30,0,0,1,0
1424,James Johnson,35,Brazil,Standard,2024-03-15,837,1.95,Comedy,2026-06-10,20,2,2,1
1425,Wei Moore,37,India,Basic,2024-05-08,783,6.38,Documentary,2026-06-30,0,0,1,0
1426,Mary Davis,18,Germany,Premium,2024-02-17,864,4.53,Crime,2026-06-27,3,1,5,0
1427,Jessica Wilson,39,France,Basic,2025-04-27,429,1.62,Horror,2026-06-17,13,1,1,1
1428,Patricia Walker,34,Brazil,Basic,2024-07-31,699,10.42,Documentary,2026-06-29,1,0,2,0
1429,Karen Young,52,Brazil,Premium,2025-05-13,413,2.5,Crime,2026-06-27,3,0,4,0
1430,Ananya White,35,India,Standard,2025-08-24,310,0.72,Adventure,2026-06-27,3,0,1,0
1431,Patricia Lewis,31,Brazil,Standard,2024-10-10,628,15.97,Documentary,2026-06-30,0,0,1,0
1432,Joseph Smith,22,Canada,Standard,2024-06-14,746,0.79,Documentary,2026-06-07,23,0,2,1
1433,Carlos Harris,37,Canada,Basic,2024-12-22,555,4.18,Romance,2026-06-30,0,0,1,0
1434,Olivia Garcia,26,Japan,Standard,2025-09-12,291,0.79,Sci-Fi,2026-06-27,3,1,1,0
1435,Emma Harris,22,USA,Standard,2026-02-01,149,0.98,Crime,2026-06-29,1,1,2,0
1436,David White,23,India,Standard,2024-08-04,695,3.3,Drama,2026-06-29,1,0,2,0
1437,Sarah Miller,43,Japan,Premium,2025-12-22,190,4.07,Thriller,2026-06-28,2,0,3,0
1438,Karen Hall,18,Mexico,Standard,2025-04-30,426,1.53,Comedy,2026-06-28,2,0,1,0
1439,Susan Moore,23,Mexico,Basic,2024-10-25,613,1.59,Comedy,2026-06-12,18,0,1,1
1440,Karen Clark,48,UK,Basic,2025-04-05,451,0.94,Thriller,2026-06-28,2,1,2,0
1441,Karen Smith,40,Canada,Standard,2024-12-17,560,3.79,Fantasy,2026-06-29,1,2,3,0
1442,Sarah Hall,27,Mexico,Premium,2026-02-10,140,1.53,Horror,2026-06-22,8,0,2,1
1443,Joseph Moore,27,Canada,Standard,2025-09-03,300,1.68,Thriller,2026-06-29,1,1,1,0
1444,Olivia Miller,28,UK,Premium,2026-01-16,165,0.96,Documentary,2026-06-30,0,3,3,1
1445,Mary Wilson,38,Japan,Premium,2024-08-15,684,1.58,Fantasy,2026-06-13,17,1,1,1
1446,Linda Anderson,42,Canada,Standard,2024-07-11,719,10.66,Thriller,2026-06-29,1,0,2,1
1447,Joseph Young,42,UK,Standard,2025-02-02,513,0.0,Fantasy,2026-06-30,0,0,2,0
1448,David Moore,32,Canada,Premium,2023-09-10,1024,10.76,Action,2026-06-29,1,1,2,0
1449,Elizabeth Harris,31,Brazil,Premium,2023-06-29,1097,13.79,Horror,2026-06-27,3,0,1,0
1450,Karen Anderson,33,Brazil,Premium,2025-08-11,323,2.68,Documentary,2026-06-19,11,1,2,0
1451,Elizabeth Smith,47,France,Basic,2025-03-26,461,2.2,Sci-Fi,2026-06-29,1,0,1,0
1452,Robert Wilson,27,Japan,Premium,2025-03-22,465,5.86,Thriller,2026-06-29,1,0,2,0
1453,James Clark,32,India,Premium,2024-01-10,902,3.91,Documentary,2026-06-29,1,0,3,0
1454,Karen White,26,Brazil,Premium,2023-08-24,1041,12.09,Crime,2026-06-25,5,0,1,0
1455,Mary Hall,32,Canada,Standard,2025-07-07,358,0.0,Adventure,2026-06-30,0,0,1,0
1456,Linda Moore,31,Australia,Premium,2024-05-27,764,0.6,Fantasy,2026-06-30,0,0,1,0
1457,John Smith,24,India,Premium,2024-02-29,852,5.04,Comedy,2026-06-29,1,0,1,0
1458,Jessica Moore,36,USA,Basic,2023-11-23,950,4.24,Sci-Fi,2026-06-23,7,1,2,0
1459,Fatima Hall,41,USA,Standard,2024-03-15,837,3.26,Documentary,2026-06-26,4,0,1,0
1460,Ananya Garcia,37,India,Premium,2024-01-07,905,9.78,Adventure,2026-06-29,1,1,1,0
1461,Patricia Garcia,30,Australia,Standard,2025-06-02,393,3.43,Romance,2026-06-18,12,1,1,0
1462,Sarah Thomas,19,USA,Premium,2025-10-05,268,4.19,Comedy,2026-06-30,0,1,1,1
1463,Carlos Lewis,55,Germany,Premium,2023-07-17,1079,11.62,Thriller,2026-06-28,2,0,2,0
1464,Ananya Harris,30,Japan,Premium,2025-07-01,364,0.0,Fantasy,2026-06-27,3,1,1,1
1465,Hiroshi Anderson,32,Mexico,Premium,2023-07-30,1066,8.12,Adventure,2026-06-29,1,0,1,0
1466,Carlos Brown,27,Australia,Basic,2025-10-24,249,0.0,Documentary,2026-06-30,0,1,1,0
1467,Richard Lewis,46,Germany,Standard,2025-06-25,370,3.12,Crime,2026-06-30,0,0,2,1
1468,Sarah Miller,42,USA,Basic,2026-01-17,164,0.0,Horror,2026-06-30,0,0,2,1
1469,Mary Walker,28,Germany,Premium,2025-12-06,206,1.4,Sci-Fi,2026-06-28,2,0,3,0
1470,Mary Anderson,18,Japan,Premium,2026-04-13,78,0.0,Sci-Fi,2026-06-27,3,1,3,1
1471,Thomas Wilson,26,Canada,Premium,2025-05-22,404,7.81,Comedy,2026-06-30,0,0,3,0
1472,Ananya Anderson,29,Canada,Basic,2023-07-02,1094,10.22,Romance,2026-06-29,1,0,1,0
1473,William Jackson,42,UK,Basic,2025-01-01,545,5.76,Thriller,2026-06-28,2,0,2,0
1474,Sarah Brown,46,Australia,Basic,2023-11-01,972,10.07,Action,2026-06-29,1,0,1,0
1475,Linda Thomas,21,Japan,Basic,2026-05-10,51,0.51,Documentary,2026-06-29,1,0,2,1
1476,David Jackson,27,Germany,Premium,2025-03-05,482,4.45,Romance,2026-06-29,1,0,2,0
1477,Emma Smith,44,France,Basic,2024-04-22,799,14.53,Adventure,2026-06-30,0,0,3,0
1478,Sofia Clark,40,USA,Basic,2023-07-09,1087,0.6,Comedy,2026-06-18,12,0,1,1
1479,Wei Jackson,30,Canada,Premium,2026-03-22,100,0.26,Documentary,2026-06-25,5,0,1,1
1480,Fatima White,37,Brazil,Basic,2025-05-24,402,0.71,Adventure,2026-06-25,5,0,2,0
1481,John Johnson,36,India,Basic,2023-09-03,1031,23.32,Horror,2026-06-29,1,0,2,0
1482,Jennifer Walker,45,Mexico,Basic,2023-11-08,965,4.65,Crime,2026-06-28,2,2,1,0
1483,Lucas White,54,Australia,Standard,2026-03-06,116,0.0,Drama,2026-06-27,3,0,3,1
1484,Karen Smith,30,USA,Basic,2025-02-28,487,9.38,Sci-Fi,2026-06-29,1,0,1,0
1485,Robert Thomas,42,India,Premium,2024-05-22,769,1.9,Crime,2026-06-20,10,0,4,1
1486,Elizabeth Miller,18,France,Basic,2023-12-16,927,10.9,Sci-Fi,2026-06-27,3,0,1,0
1487,Karen Brown,35,Germany,Basic,2024-11-27,580,0.51,Drama,2026-06-20,10,2,3,1
1488,Robert Davis,38,India,Premium,2025-10-18,255,1.34,Adventure,2026-06-29,1,1,4,0
1489,Elizabeth Martinez,35,Brazil,Basic,2024-01-02,910,3.13,Fantasy,2026-06-28,2,0,1,1
1490,Wei Clark,32,USA,Standard,2025-07-29,336,0.44,Adventure,2026-06-11,19,1,3,0
1491,Wei Smith,47,Brazil,Basic,2024-11-23,584,0.39,Romance,2026-05-17,44,1,2,1
1492,Robert Johnson,41,UK,Premium,2025-05-14,412,4.68,Crime,2026-06-29,1,1,3,0
1493,Ananya Jackson,52,Canada,Basic,2024-08-05,694,0.59,Thriller,2026-05-26,35,2,1,1
1494,Hiroshi Brown,40,Germany,Standard,2026-05-20,41,0.48,Documentary,2026-06-29,1,0,2,0
1495,James Johnson,18,India,Premium,2026-03-31,91,1.27,Adventure,2026-06-24,6,1,3,0
1496,Jennifer Thomas,35,Brazil,Basic,2023-07-03,1093,10.2,Horror,2026-06-28,2,0,1,0
1497,Linda Lewis,29,UK,Standard,2025-04-06,450,2.1,Drama,2026-06-25,5,1,4,0
1498,Emma Martinez,45,Mexico,Premium,2024-12-05,572,6.14,Sci-Fi,2026-06-30,0,0,1,0
1499,Olivia Harris,19,Mexico,Basic,2026-02-09,141,1.13,Horror,2026-06-30,0,0,1,0
1500,Barbara Anderson,35,Canada,Basic,2025-06-20,375,2.45,Comedy,2026-06-28,2,2,1,1
1501,Barbara Walker,50,Canada,Standard,2025-09-28,275,2.77,Crime,2026-06-16,14,1,1,0
1502,William Jackson,35,France,Standard,2024-10-21,617,5.58,Adventure,2026-06-26,4,0,3,0
1503,Patricia Thomas,50,Mexico,Basic,2024-02-25,856,2.64,Crime,2026-06-30,0,0,1,0
1504,Susan Young,51,Canada,Standard,2024-03-21,831,2.66,Romance,2026-06-30,0,2,2,0
1505,Carlos Lewis,27,Germany,Basic,2025-12-22,190,2.31,Comedy,2026-06-22,8,0,2,1
1506,James Brown,42,Australia,Premium,2024-09-19,649,2.37,Sci-Fi,2026-06-20,10,1,3,1
1507,Charles Johnson,37,USA,Basic,2025-09-10,293,0.83,Adventure,2026-06-29,1,1,1,0
1508,Karen Martinez,46,India,Basic,2025-02-17,498,1.57,Sci-Fi,2026-06-29,1,0,2,0
1509,Lucas Miller,32,France,Standard,2023-09-10,1024,6.65,Romance,2026-06-28,2,0,1,0
1510,Jennifer White,40,Australia,Basic,2025-06-12,383,1.43,Comedy,2026-06-26,4,0,1,0
1511,Mary Harris,34,Mexico,Standard,2025-09-17,286,2.08,Comedy,2026-06-27,3,0,1,0
1512,David Harris,47,Canada,Basic,2025-06-14,381,2.08,Sci-Fi,2026-06-30,0,0,3,0
1513,Carlos Wilson,18,Mexico,Premium,2025-09-06,297,0.0,Romance,2026-06-11,19,1,2,1
1514,William Johnson,29,France,Standard,2024-07-30,700,2.17,Sci-Fi,2026-06-30,0,1,2,0
1515,Robert Brown,53,Australia,Premium,2024-08-20,679,2.81,Drama,2026-06-16,14,0,5,1
1516,Linda Garcia,37,France,Premium,2023-09-19,1015,7.94,Adventure,2026-06-30,0,0,1,0
1517,David Lewis,47,Brazil,Standard,2024-07-09,721,0.79,Documentary,2026-06-24,6,0,1,0
1518,David Smith,48,Brazil,Basic,2024-08-17,682,7.12,Documentary,2026-06-18,12,0,2,1
1519,Susan White,18,Brazil,Standard,2023-11-16,957,12.54,Crime,2026-06-30,0,0,1,0
1520,Jennifer Thomas,33,UK,Basic,2025-09-16,287,2.75,Comedy,2026-06-30,0,0,3,0
1521,David Brown,26,Brazil,Basic,2024-08-01,698,1.44,Comedy,2026-06-22,8,1,1,0
1522,Richard Taylor,60,Australia,Basic,2026-02-01,149,0.52,Horror,2026-06-29,1,0,1,0
1523,Lucas Thomas,29,USA,Standard,2024-08-10,689,3.73,Documentary,2026-06-24,6,1,1,0
1524,Fatima Clark,45,Japan,Standard,2024-09-08,660,8.4,Adventure,2026-06-26,4,0,1,0
1525,Richard Martinez,41,Australia,Basic,2025-06-07,388,5.23,Sci-Fi,2026-06-30,0,0,1,1
1526,Joseph Miller,48,Canada,Standard,2026-02-02,148,2.24,Action,2026-06-28,2,0,1,0
1527,Thomas White,24,Mexico,Basic,2025-09-20,283,0.0,Romance,2026-06-26,4,2,1,0
1528,Thomas Wilson,31,USA,Standard,2025-09-04,299,0.0,Fantasy,2026-06-23,7,1,1,1
1529,Jennifer Wilson,18,Japan,Premium,2024-01-11,901,21.46,Documentary,2026-06-30,0,0,5,0
1530,Olivia Johnson,39,Canada,Basic,2024-06-19,741,3.57,Horror,2026-06-22,8,1,3,1
1531,Jessica Hall,42,France,Standard,2025-06-10,385,2.98,Comedy,2026-06-30,0,1,1,0
1532,Sarah Taylor,18,Australia,Basic,2025-04-14,442,0.0,Documentary,2026-06-30,0,0,1,0
1533,Michael Clark,19,Germany,Standard,2025-10-05,268,0.34,Adventure,2026-06-22,8,0,1,1
1534,Linda Lewis,37,Mexico,Basic,2024-05-02,789,7.89,Adventure,2026-06-29,1,0,2,0
1535,Lucas Jackson,30,UK,Standard,2024-08-22,677,2.8,Documentary,2026-06-29,1,0,1,0
1536,Thomas Clark,47,Australia,Premium,2024-12-24,553,1.45,Documentary,2026-06-22,8,1,3,0
1537,Richard Thomas,23,Mexico,Basic,2024-10-26,612,6.94,Action,2026-06-30,0,1,3,0
1538,Thomas Walker,60,USA,Standard,2025-10-05,268,2.69,Adventure,2026-06-22,8,0,1,1
1539,Michael Brown,20,Germany,Premium,2023-08-06,1059,3.42,Adventure,2026-06-28,2,0,1,0
1540,Olivia Johnson,41,France,Premium,2026-01-21,160,0.57,Sci-Fi,2026-06-26,4,0,1,0
1541,Susan Miller,36,Australia,Premium,2024-07-21,709,6.13,Comedy,2026-06-30,0,0,3,0
1542,Fatima Taylor,26,Germany,Premium,2025-05-07,419,0.0,Drama,2026-05-21,40,1,2,1
1543,Barbara Jackson,21,UK,Basic,2024-09-15,653,2.93,Drama,2026-06-23,7,0,1,0
1544,William Brown,42,USA,Basic,2024-09-18,650,1.07,Crime,2026-06-30,0,0,1,0
1545,Joseph White,25,Brazil,Standard,2025-10-07,266,1.13,Crime,2026-06-18,12,0,1,0
1546,Robert Lewis,47,India,Standard,2024-05-28,763,5.9,Comedy,2026-06-27,3,0,3,0
1547,Jennifer Taylor,18,Germany,Basic,2023-06-27,1099,10.04,Adventure,2026-06-28,2,1,2,0
1548,Sarah Martinez,18,Mexico,Basic,2024-08-05,694,2.72,Fantasy,2026-06-09,21,1,2,1
1549,Michael Miller,39,Canada,Standard,2025-02-15,500,0.78,Sci-Fi,2026-06-25,5,0,1,0
1550,Carlos Moore,35,Mexico,Standard,2026-05-10,51,0.0,Fantasy,2026-06-29,1,0,2,0
1551,John Taylor,41,India,Standard,2026-02-23,127,0.0,Romance,2026-06-30,0,0,1,0
1552,William Johnson,18,UK,Standard,2024-04-13,808,0.36,Sci-Fi,2026-06-29,1,2,2,0
1553,Jennifer Miller,41,USA,Premium,2024-05-29,762,13.37,Thriller,2026-06-30,0,0,1,0
1554,John Jackson,26,UK,Basic,2023-09-12,1022,5.05,Action,2026-06-24,6,0,1,0
1555,Joseph Taylor,33,Canada,Premium,2024-01-23,889,10.65,Thriller,2026-06-30,0,0,2,0
1556,Noah Young,18,France,Basic,2023-08-19,1046,8.87,Romance,2026-06-30,0,0,2,0
1557,James Smith,38,Australia,Standard,2024-07-28,702,8.88,Horror,2026-06-28,2,1,1,0
1558,Joseph Martinez,18,USA,Standard,2025-03-11,476,0.0,Documentary,2026-06-25,5,1,4,1
1559,Emma Miller,33,Germany,Premium,2024-07-23,707,5.38,Romance,2026-06-22,8,0,2,0
1560,Karen Jackson,22,Germany,Premium,2025-04-08,448,1.54,Fantasy,2026-06-30,0,0,2,0
1561,Thomas Smith,50,USA,Premium,2025-09-17,286,1.95,Fantasy,2026-06-29,1,0,2,0
1562,Noah Harris,30,Mexico,Standard,2024-02-24,857,2.09,Action,2026-06-25,5,0,2,0
1563,Thomas Garcia,39,Germany,Basic,2025-07-04,361,2.28,Crime,2026-06-27,3,0,5,1
1564,Thomas Hall,20,France,Premium,2023-09-20,1014,5.54,Sci-Fi,2026-06-12,18,0,3,0
1565,Ananya Miller,46,Brazil,Basic,2025-08-01,333,0.98,Thriller,2026-06-27,3,2,1,0
1566,Olivia Clark,23,Brazil,Premium,2025-05-11,415,1.82,Thriller,2026-06-30,0,0,1,0
1567,Hiroshi Brown,49,Canada,Standard,2023-11-20,953,2.86,Adventure,2026-06-25,5,2,3,0
1568,Ananya Davis,47,Mexico,Premium,2023-12-07,936,12.69,Thriller,2026-06-27,3,0,3,0
1569,Richard Lewis,32,France,Standard,2026-05-31,30,0.0,Romance,2026-06-27,3,1,2,1
1570,Patricia Taylor,32,France,Standard,2026-02-16,134,2.81,Action,2026-06-29,1,1,1,0
